N_unmapped	1318903	1318903	1318903
N_multimapping	732558	732558	732558
N_noFeature	913362	5494796	5510707
N_ambiguous	363892	60295	62222
ENSDARG00000104632	0	0	0
ENSDARG00000100660	0	0	0
ENSDARG00000098417	0	0	0
ENSDARG00000100422	119	58	61
ENSDARG00000102128	19	10	9
ENSDARG00000103095	121	60	62
ENSDARG00000102226	29	17	12
ENSDARG00000104049	131	72	59
ENSDARG00000102474	46	22	25
ENSDARG00000100143	16	9	8
ENSDARG00000104839	5	3	2
ENSDARG00000104373	24	13	11
ENSDARG00000098311	5	2	3
ENSDARG00000102121	0	0	0
ENSDARG00000102123	83	53	30
ENSDARG00000102141	20	14	6
ENSDARG00000105725	0	0	0
ENSDARG00000099787	6	1	5
ENSDARG00000070546	1	0	1
ENSDARG00000045914	1726	850	876
ENSDARG00000045913	1210	555	655
ENSDARG00000045911	7	2	5
ENSDARG00000045910	163	78	87
ENSDARG00000045909	220	118	105
ENSDARG00000025073	5125	2487	2638
ENSDARG00000084828	2	0	2
ENSDARG00000084784	2	2	0
ENSDARG00000095951	2	0	2
ENSDARG00000093924	3	2	1
ENSDARG00000108269	0	0	0
ENSDARG00000084451	0	0	0
ENSDARG00000106668	0	0	0
ENSDARG00000031737	1	1	0
ENSDARG00000099652	86	47	39
ENSDARG00000101047	147	108	118
ENSDARG00000102104	0	38	41
ENSDARG00000099833	75	38	37
ENSDARG00000103870	18	9	9
ENSDARG00000107297	0	0	0
ENSDARG00000096118	1097	609	517
ENSDARG00000045900	27	23	33
ENSDARG00000016968	673	364	309
ENSDARG00000102878	165	84	81
ENSDARG00000059311	23	10	13
ENSDARG00000017386	8	4	4
ENSDARG00000045898	268	136	132
ENSDARG00000006060	558	276	282
ENSDARG00000103050	0	0	0
ENSDARG00000104018	2230	1031	1199
ENSDARG00000070535	0	0	0
ENSDARG00000013789	2	1	1
ENSDARG00000063686	119	61	58
ENSDARG00000087962	98	42	56
ENSDARG00000099313	1097	515	582
ENSDARG00000103102	0	0	0
ENSDARG00000107902	0	0	0
ENSDARG00000102157	0	0	0
ENSDARG00000098612	0	0	0
ENSDARG00000100898	0	0	0
ENSDARG00000102340	5	5	0
ENSDARG00000099129	85	46	39
ENSDARG00000101813	1480	755	725
ENSDARG00000107640	22	13	9
ENSDARG00000106927	2	2	0
ENSDARG00000107853	0	0	0
ENSDARG00000098551	2	1	1
ENSDARG00000025601	0	0	0
ENSDARG00000063672	29	12	17
ENSDARG00000018149	223	111	112
ENSDARG00000095920	1	0	1
ENSDARG00000045886	699	341	358
ENSDARG00000045885	63	31	32
ENSDARG00000007413	26	11	15
ENSDARG00000097341	4	4	0
ENSDARG00000045880	39	18	21
ENSDARG00000009657	700	345	355
ENSDARG00000093658	136	69	67
ENSDARG00000026839	425	200	225
