N_unmapped	2089120	2089120	2089120
N_multimapping	340896	340896	340896
N_noFeature	653680	5881247	5829547
N_ambiguous	383832	36111	37265
ENSDARG00000104632	1	0	1
ENSDARG00000100660	204	115	89
ENSDARG00000098417	0	0	0
ENSDARG00000100422	0	0	0
ENSDARG00000102128	24	7	17
ENSDARG00000103095	25	12	13
ENSDARG00000102226	47	25	22
ENSDARG00000104049	124	57	67
ENSDARG00000102474	20	6	14
ENSDARG00000100143	26	12	14
ENSDARG00000104839	1	1	0
ENSDARG00000104373	13	7	6
ENSDARG00000098311	11	6	5
ENSDARG00000102121	0	0	0
ENSDARG00000102123	2	0	2
ENSDARG00000102141	4	3	1
ENSDARG00000105725	0	0	0
ENSDARG00000099787	4	3	1
ENSDARG00000070546	1	0	1
ENSDARG00000045914	3978	1942	2036
ENSDARG00000045913	422	186	236
ENSDARG00000045911	26	12	14
ENSDARG00000045910	220	117	103
ENSDARG00000045909	6	3	3
ENSDARG00000025073	932	449	483
ENSDARG00000084828	1	0	1
ENSDARG00000084784	0	0	0
ENSDARG00000095951	54	22	32
ENSDARG00000093924	4	2	2
ENSDARG00000108269	0	0	0
ENSDARG00000084451	0	0	0
ENSDARG00000106668	0	0	0
ENSDARG00000031737	0	0	0
ENSDARG00000099652	36	12	24
ENSDARG00000101047	33	31	37
ENSDARG00000102104	0	18	17
ENSDARG00000099833	97	52	45
ENSDARG00000103870	7	2	5
ENSDARG00000107297	1	2	1
ENSDARG00000096118	434	240	235
ENSDARG00000045900	68	56	51
ENSDARG00000016968	508	243	265
ENSDARG00000102878	233	116	117
ENSDARG00000059311	1	1	0
ENSDARG00000017386	17	6	11
ENSDARG00000045898	113	59	54
ENSDARG00000006060	22	10	12
ENSDARG00000103050	0	0	0
ENSDARG00000104018	993	474	519
ENSDARG00000070535	9	5	4
ENSDARG00000013789	2	1	1
ENSDARG00000063686	448	231	217
ENSDARG00000087962	154	78	76
ENSDARG00000099313	178	82	96
ENSDARG00000103102	0	0	0
ENSDARG00000107902	0	0	0
ENSDARG00000102157	0	0	0
ENSDARG00000098612	0	0	0
ENSDARG00000100898	0	0	0
ENSDARG00000102340	3	0	3
ENSDARG00000099129	43	20	23
ENSDARG00000101813	2339	1076	1263
ENSDARG00000107640	3	2	1
ENSDARG00000106927	27	11	16
ENSDARG00000107853	0	0	0
ENSDARG00000098551	0	0	0
ENSDARG00000025601	0	0	0
ENSDARG00000063672	43	16	27
ENSDARG00000018149	2	1	1
ENSDARG00000095920	22	6	16
ENSDARG00000045886	279	145	134
ENSDARG00000045885	164	79	85
ENSDARG00000007413	297	154	143
ENSDARG00000097341	4	1	3
ENSDARG00000045880	85	44	42
ENSDARG00000009657	1557	804	756
ENSDARG00000093658	408	193	228
ENSDARG00000026839	1151	587	575
ENSDARG00000016979	42	81	75
ENSDARG00000070477	515	306	323
ENSDARG00000045878	121	65	56
ENSDARG00000045877	1512	727	785
ENSDARG00000079391	56	26	30
ENSDARG00000015921	787	376	411
ENSDARG00000099520	2	2	0
ENSDARG00000061544	0	0	0
ENSDARG00000108289	0	0	0
ENSDARG00000020812	0	0	0
ENSDARG00000094007	0	0	0
ENSDARG00000093685	0	0	0
ENSDARG00000059196	0	0	0
ENSDARG00000009262	6	0	6
ENSDARG00000018618	495	250	245
ENSDARG00000045874	423	263	321
ENSDARG00000057468	436	304	293
ENSDARG00000045873	0	0	0
ENSDARG00000079143	30	15	15
ENSDARG00000057714	3	3	0
ENSDARG00000045224	0	0	0
ENSDARG00000011246	344	186	158
ENSDARG00000053709	0	0	0
ENSDARG00000039724	1	1	0
ENSDARG00000070441	182	98	84
ENSDARG00000011961	72	41	31
ENSDARG00000008986	1	0	1
ENSDARG00000008235	272	136	136
ENSDARG00000107595	0	0	0
ENSDARG00000004592	0	0	0
ENSDARG00000006567	568	272	296
ENSDARG00000016231	215	108	107
ENSDARG00000016749	103	56	47
ENSDARG00000004227	0	0	0
ENSDARG00000006038	348	189	159
ENSDARG00000045870	96	42	54
ENSDARG00000060248	467	203	264
ENSDARG00000017757	267	140	127
ENSDARG00000030598	1	1	0
ENSDARG00000077356	0	0	1
ENSDARG00000097907	0	1	0
ENSDARG00000089860	39	21	22
ENSDARG00000097073	3	9	11
ENSDARG00000039843	264	136	139
ENSDARG00000077654	2	2	0
ENSDARG00000070414	0	0	0
ENSDARG00000067495	0	0	0
ENSDARG00000045867	0	0	0
ENSDARG00000095979	22	11	11
ENSDARG00000094531	0	0	0
ENSDARG00000107035	0	0	0
ENSDARG00000033296	0	0	0
ENSDARG00000104357	0	0	0
ENSDARG00000107003	0	0	0
ENSDARG00000006283	998	513	485
ENSDARG00000045864	3	1	2
ENSDARG00000045863	5	5	0
ENSDARG00000106454	0	0	0
ENSDARG00000108426	0	0	0
ENSDARG00000093470	6	1	5
ENSDARG00000106849	0	0	0
ENSDARG00000105985	0	0	0
ENSDARG00000108904	0	0	0
ENSDARG00000106480	0	0	0
ENSDARG00000105162	2	1	1
ENSDARG00000107526	0	0	0
ENSDARG00000016691	3654	1856	1798
ENSDARG00000101363	0	0	0
ENSDARG00000095042	3	2	1
ENSDARG00000100963	1	1	0
