N_unmapped	1383955	1383955	1383955
N_multimapping	303639	303639	303639
N_noFeature	543310	3535924	3536615
N_ambiguous	158983	19474	19908
ENSDARG00000104632	0	0	0
ENSDARG00000100660	0	0	0
ENSDARG00000098417	0	0	0
ENSDARG00000100422	137	70	67
ENSDARG00000102128	0	4	0
ENSDARG00000103095	66	35	31
ENSDARG00000102226	16	9	7
ENSDARG00000104049	54	21	33
ENSDARG00000102474	50	35	15
ENSDARG00000100143	15	5	10
ENSDARG00000104839	0	0	0
ENSDARG00000104373	33	13	20
ENSDARG00000098311	9	6	3
ENSDARG00000102121	5	0	5
ENSDARG00000102123	87	50	37
ENSDARG00000102141	27	13	14
ENSDARG00000105725	0	0	0
ENSDARG00000099787	6	2	4
ENSDARG00000070546	1114	545	569
ENSDARG00000045914	2789	1394	1395
ENSDARG00000045913	934	477	457
ENSDARG00000045911	12	6	6
ENSDARG00000045910	96	47	49
ENSDARG00000045909	311	164	151
ENSDARG00000025073	3954	1968	1986
ENSDARG00000084828	0	0	0
ENSDARG00000084784	0	0	0
ENSDARG00000095951	0	0	0
ENSDARG00000093924	0	0	0
ENSDARG00000108269	0	0	0
ENSDARG00000084451	0	0	0
ENSDARG00000106668	0	0	0
ENSDARG00000031737	0	0	0
ENSDARG00000099652	131	56	75
ENSDARG00000101047	106	77	95
ENSDARG00000102104	0	35	31
ENSDARG00000099833	56	29	27
ENSDARG00000103870	34	15	19
ENSDARG00000107297	0	0	0
ENSDARG00000096118	175	88	90
ENSDARG00000045900	65	38	30
ENSDARG00000016968	318	165	153
ENSDARG00000102878	168	82	86
ENSDARG00000059311	0	0	0
ENSDARG00000017386	2	2	0
ENSDARG00000045898	589	298	291
ENSDARG00000006060	91	52	39
ENSDARG00000103050	0	0	0
ENSDARG00000104018	898	444	454
ENSDARG00000070535	133	78	55
ENSDARG00000013789	0	0	0
ENSDARG00000063686	146	76	70
ENSDARG00000087962	198	101	97
ENSDARG00000099313	366	190	176
ENSDARG00000103102	4	1	3
ENSDARG00000107902	0	0	0
ENSDARG00000102157	0	0	0
ENSDARG00000098612	0	0	0
ENSDARG00000100898	0	0	0
ENSDARG00000102340	5	2	3
ENSDARG00000099129	5	3	2
ENSDARG00000101813	1652	832	820
ENSDARG00000107640	26	14	12
ENSDARG00000106927	0	0	0
ENSDARG00000107853	0	0	0
ENSDARG00000098551	0	0	0
ENSDARG00000025601	0	0	0
ENSDARG00000063672	50	28	22
ENSDARG00000018149	305	140	165
ENSDARG00000095920	0	0	0
ENSDARG00000045886	386	218	168
ENSDARG00000045885	42	20	22
ENSDARG00000007413	66	37	29
ENSDARG00000097341	10	3	7
ENSDARG00000045880	29	18	11
ENSDARG00000009657	711	381	330
ENSDARG00000093658	53	31	24
ENSDARG00000026839	624	300	326
ENSDARG00000016979	210	275	237
ENSDARG00000070477	334	313	323
ENSDARG00000045878	27	11	16
ENSDARG00000045877	1357	634	723
ENSDARG00000079391	398	198	200
ENSDARG00000015921	1253	623	630
ENSDARG00000099520	0	0	0
ENSDARG00000061544	0	0	0
ENSDARG00000108289	0	0	0
ENSDARG00000020812	0	0	0
ENSDARG00000094007	0	0	0
ENSDARG00000093685	0	0	0
ENSDARG00000059196	0	0	0
ENSDARG00000009262	10	5	5
ENSDARG00000018618	1117	561	556
ENSDARG00000045874	521	382	348
ENSDARG00000057468	3	94	118
ENSDARG00000045873	27	14	13
ENSDARG00000079143	4	0	4
ENSDARG00000057714	0	0	0
ENSDARG00000045224	0	0	0
ENSDARG00000011246	266	140	126
ENSDARG00000053709	0	0	0
ENSDARG00000039724	2	2	0
ENSDARG00000070441	54	28	26
ENSDARG00000011961	65	32	33
ENSDARG00000008986	152	67	85
ENSDARG00000008235	125	68	57
ENSDARG00000107595	0	0	0
ENSDARG00000004592	0	0	0
ENSDARG00000006567	173	85	88
ENSDARG00000016231	49	24	25
ENSDARG00000016749	2	0	2
ENSDARG00000004227	7	3	4
ENSDARG00000006038	151	72	79
ENSDARG00000045870	35	14	21
ENSDARG00000060248	0	0	0
ENSDARG00000017757	14	6	8
ENSDARG00000030598	11	5	6
ENSDARG00000077356	3	1	5
ENSDARG00000097907	0	3	0
ENSDARG00000089860	0	0	0
ENSDARG00000097073	0	0	0
ENSDARG00000039843	13	4	9
ENSDARG00000077654	0	0	0
ENSDARG00000070414	0	0	0
ENSDARG00000067495	0	0	0
ENSDARG00000045867	0	0	0
ENSDARG00000095979	0	0	0
ENSDARG00000094531	0	0	0
ENSDARG00000107035	0	0	0
ENSDARG00000033296	0	0	0
ENSDARG00000104357	0	0	0
ENSDARG00000107003	0	0	0
ENSDARG00000006283	116	60	56
ENSDARG00000045864	0	0	0
ENSDARG00000045863	0	0	0
ENSDARG00000106454	0	0	0
ENSDARG00000108426	0	0	0
ENSDARG00000093470	0	0	0
ENSDARG00000106849	0	0	0
ENSDARG00000105985	0	0	0
ENSDARG00000108904	0	0	0
ENSDARG00000106480	0	0	0
ENSDARG00000105162	1	1	0
ENSDARG00000107526	35	15	20
ENSDARG00000016691	909	443	466
ENSDARG00000101363	0	0	0
ENSDARG00000095042	2	0	2
ENSDARG00000100963	3	2	1
ENSDARG00000059043	21	12	9
ENSDARG00000075281	0	0	0
ENSDARG00000023766	62	34	38
ENSDARG00000097286	0	7	3
ENSDARG00000039356	189	101	88
ENSDARG00000059064	214	107	109
ENSDARG00000099725	2	0	4
ENSDARG00000090401	21	12	9
ENSDARG00000063578	8	6	2
ENSDARG00000106466	0	0	0
ENSDARG00000063563	144	73	71
ENSDARG00000039350	1389	702	687
ENSDARG00000073963	21	8	13
ENSDARG00000069607	178	89	89
ENSDARG00000059053	35	19	16
ENSDARG00000092677	40	57	58
ENSDARG00000020871	37	57	55
ENSDARG00000039346	369	180	189
ENSDARG00000101565	1	0	1
ENSDARG00000108170	0	0	0
ENSDARG00000097044	34	13	21
ENSDARG00000059003	0	0	0
ENSDARG00000039343	255	134	121
ENSDARG00000039340	306	157	149
ENSDARG00000070408	17	9	8
ENSDARG00000045858	30	13	17
ENSDARG00000045856	0	0	0
ENSDARG00000045854	0	0	0
ENSDARG00000045853	146	84	62
ENSDARG00000045851	10	5	5
ENSDARG00000095324	0	0	0
ENSDARG00000015623	0	0	0
ENSDARG00000030694	236	119	117
ENSDARG00000096037	6	2	4
ENSDARG00000045850	81	39	42
ENSDARG00000015931	10	7	3
ENSDARG00000063481	0	0	0
ENSDARG00000045847	603	307	299
ENSDARG00000045846	462	237	228
ENSDARG00000045843	2083	1052	1031
ENSDARG00000045842	81	63	93
ENSDARG00000095332	17	57	35
ENSDARG00000014395	4	1	3
ENSDARG00000045837	7	5	2
ENSDARG00000094254	0	0	0
ENSDARG00000097507	43	18	25
ENSDARG00000095186	0	0	0
ENSDARG00000096986	30	15	15
ENSDARG00000097353	22	13	9
ENSDARG00000018770	0	0	0
ENSDARG00000045836	228	105	123
ENSDARG00000006409	325	162	163
ENSDARG00000045835	10	6	4
ENSDARG00000045834	0	0	0
ENSDARG00000034700	18	7	11
ENSDARG00000024465	499	263	236
ENSDARG00000017355	16	6	10
ENSDARG00000031956	94	48	46
ENSDARG00000108725	0	0	0
ENSDARG00000070220	38	17	21
ENSDARG00000075956	0	0	0
ENSDARG00000009607	386	184	202
