N_unmapped	6261952	6261952	6261952
N_multimapping	973962	973962	973962
N_noFeature	2356834	17573760	17499036
N_ambiguous	901707	100029	101420
ENSDARG00000104632	0	0	0
ENSDARG00000100660	684	370	314
ENSDARG00000098417	0	0	0
ENSDARG00000100422	1	1	0
ENSDARG00000102128	23	10	13
ENSDARG00000103095	56	27	29
ENSDARG00000102226	121	62	59
ENSDARG00000104049	284	135	149
ENSDARG00000102474	22	10	12
ENSDARG00000100143	43	23	20
ENSDARG00000104839	0	0	0
ENSDARG00000104373	61	25	36
ENSDARG00000098311	20	7	13
ENSDARG00000102121	0	0	0
ENSDARG00000102123	5	2	3
ENSDARG00000102141	7	4	3
ENSDARG00000105725	0	0	0
ENSDARG00000099787	16	7	9
ENSDARG00000070546	6	4	2
ENSDARG00000045914	12752	6215	6537
ENSDARG00000045913	1106	424	682
ENSDARG00000045911	27	20	7
ENSDARG00000045910	726	365	361
ENSDARG00000045909	18	6	12
ENSDARG00000025073	1571	731	840
ENSDARG00000084828	0	0	0
ENSDARG00000084784	0	0	0
ENSDARG00000095951	121	69	52
ENSDARG00000093924	16	3	13
ENSDARG00000108269	0	0	0
ENSDARG00000084451	0	0	0
ENSDARG00000106668	0	0	0
ENSDARG00000031737	1	0	1
ENSDARG00000099652	34	18	16
ENSDARG00000101047	61	47	55
ENSDARG00000102104	0	19	22
ENSDARG00000099833	106	57	49
ENSDARG00000103870	29	10	19
ENSDARG00000107297	6	4	4
ENSDARG00000096118	871	522	459
ENSDARG00000045900	241	144	204
ENSDARG00000016968	889	448	441
ENSDARG00000102878	627	386	241
ENSDARG00000059311	10	7	3
ENSDARG00000017386	37	24	13
ENSDARG00000045898	238	100	138
ENSDARG00000006060	25	22	3
ENSDARG00000103050	1	0	1
ENSDARG00000104018	2761	1349	1412
ENSDARG00000070535	5	1	4
ENSDARG00000013789	1	1	0
ENSDARG00000063686	1114	561	554
ENSDARG00000087962	296	179	118
ENSDARG00000099313	422	221	201
ENSDARG00000103102	0	0	0
ENSDARG00000107902	0	0	0
ENSDARG00000102157	0	0	0
ENSDARG00000098612	0	0	0
ENSDARG00000100898	0	0	0
ENSDARG00000102340	0	0	0
ENSDARG00000099129	88	37	51
ENSDARG00000101813	4323	2102	2221
ENSDARG00000107640	6	3	3
ENSDARG00000106927	64	34	30
ENSDARG00000107853	0	0	0
ENSDARG00000098551	0	0	0
ENSDARG00000025601	0	0	0
ENSDARG00000063672	219	93	126
ENSDARG00000018149	4	2	2
ENSDARG00000095920	38	23	15
ENSDARG00000045886	909	514	395
ENSDARG00000045885	728	353	375
ENSDARG00000007413	764	339	425
ENSDARG00000097341	5	3	2
ENSDARG00000045880	223	129	94
ENSDARG00000009657	4469	2098	2371
ENSDARG00000093658	1492	798	712
ENSDARG00000026839	3380	1634	1764
ENSDARG00000016979	78	146	117
ENSDARG00000070477	776	442	519
ENSDARG00000045878	473	208	265
ENSDARG00000045877	3360	1595	1765
ENSDARG00000079391	121	61	60
ENSDARG00000015921	1974	945	1029
ENSDARG00000099520	6	4	2
ENSDARG00000061544	0	0	0
ENSDARG00000108289	0	0	0
ENSDARG00000020812	1	0	1
ENSDARG00000094007	0	0	0
ENSDARG00000093685	0	0	0
ENSDARG00000059196	0	0	0
